Gender,1972,1973,1974,1975,1976,1977,1978,1980,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2021,2022
Female,21.22,21.47,18.7,22.59,21.34,21.21,24.43,23.91,25.77,24.84,26.33,24.03,25,25.09,24.01,25.51,27.85,24.06,25.17,23.91,22.8,23.8,23.52,22.62,21.95,24.97,22.12,23.54,25.17,25.72,24.64,24.09,27.82,28.32
Male,27.1,30.13,28.62,30.88,33.01,31.12,29.13,29.36,31.87,29.06,34.28,31.87,29.98,32.54,33.12,35.45,31.33,36.52,34.23,35.8,33.55,31.56,32.38,32.56,33.92,33.15,32.66,33.14,35.72,36.09,35.39,35.6,35.93,34.5
